category_l1,brand,age_group,age_bucket_primary_filled,desc_age_bucket,desc_age_confidence,weight_age_bucket,weight_age_confidence,kg_lo,kg_hi,kg_mid,age_bucket_enriched,age_source_enriched,age_bucket_final,age_source_final,description_merged
Babycare,Animo,Không xác định,,,,,,,,,,missing,,missing,"Chi tiết sản phẩm                     Tên sản phẩm: Chậu rửa mặt gấp gọn cho bé Animo (Vàng)         Thương hiệu: Animo         Sản xuất tại: Trung Quốc         Kích thước (Dài x Rộng x Cao): 31.5 x 31 x 9 (cm)         Chất liệu: Nhựa PP + TPE                     Chậu rửa mặt gấp gọn cho bé Animo (Vàng) là chậu rửa mặt dành cho các bé của thương hiệu Animo đến từ Trung Quốc. Thiết kế gấp gọn tiện lợi giúp tiết kiệm không gian sinh hoạt.                           Chậu rửa mặt gấp gọn tiết kiệm không gian sinh hoạt                 Chậu rửa mặt gấp gọn cho bé Animo (Vàng) được thiết kế thông minh với khả năng gấp lại. Điều này giúp các bậc phụ huynh dễ dàng cất giữ và tiết kiệm diện tích khi không cần sử dụng.            Móc treo tiện lợi dễ dàng cất và bảo quản           Chậu rửa mặt Animo được trang bị móc treo, giúp việc cất giữ một cách nhanh chóng và tiện lợi, đảm bảo chậu không bị vướng víu hay chiếm nhiều không gian.               Hướng dẫn sử dụng               Kéo chậu ra để sử dụng.         Gấp lại sau khi sử dụng để tiết kiệm không gian.                     Hướng dẫn bảo quản               Bảo quản sản phẩm ở nơi thoáng mát, tránh xa lửa.         Không để chậu dưới ánh nắng trực tiếp của mặt trời trong thời gian dài.         Không đổ nước quá 60 độ C vào chậu.                     Lưu ý               Không để các đồ vật nặng lên chậu khi không sử dụng.         Kiểm tra độ bền của chậu trước khi cho trẻ sử dụng.                     Thành phần               Nhựa PP         TPE"
Đồ chơi & Sách,Không xác định,Không xác định,,,,,,,,,,missing,,missing,
Hóa mỹ phẩm cho bé,Animo,Không xác định,,,,,,,,,,missing,,missing,"Nước rửa bình sữa Animo chiết xuất từ các thành phần thiên nhiên cao cấp giúp nhẹ nhàng lấy đi các chất cặn, vết mỡ, protein bám trên mặt bình sữa và các vật dụng của bé, ngăn ngừa chất dơ bám trở lại.  Ưu điểm nổi bật của sản phẩm Sản phẩm được kiểm định bởi tổ chức FDA  – chứng nhận về sản phẩm không chứa kim loại nặng và tổ chức KATRI - chứng nhận về sản phẩm an toàn cho da em bé uy tín bậc nhất châu Á và toàn cầu.Không chứa hóa chất làm sạch như những sản phẩm thông thường khác, Nước rửa bình sữa Animo chiết xuất từ các thành phần thiên nhiên cao cấp giúp nhẹ nhàng lấy đi các chất cặn, vết mỡ, protein bám trên mặt bình sữa và các vật dụng của bé, ngăn ngừa chất dơ bám trở lại.  Hướng dẫn sử dụng Tráng sơ bình sữa và dụng cụ ăn uống với nước.Hòa tan 2 ml nước rửa bình sữa cùng 0,5 lít nước.Sử dụng chổi cọ đã nhúng dung dịch vừa pha để vệ sinh.Tráng lại nhiều lần bằng nước sạch.Lưu ý: + Để xa tầm tay trẻ em.+ Không được uống.+ Tránh tiếp xúc với mắt, nếu sản phẩm dính vào mắt, hãy rửa kĩ với nước sạch và hỏi ý kiến bác sĩ.+  Rửa sạch và lau tay khô sau khi sử dụng nước giặt. Hướng dẫn bảo quảnBảo quản Nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp & đậy nắp sau khi sử dụng.  Thông tin chi tiết Tên sản phẩm: Nước rửa bình sữa & dụng cụ ăn uống Animo - Túi 500mlThương hiệu: Animo Xuất xứ: Hàn Quốc Dung tích: 500mlThành phần: Chiết xuất Khuynh diệp, Chiết xuất cỏ Xạ hương, Nước, Coco Glucoside, Lauramine Oxide, Sodium Chloride, Sodium Bicarbonate, Sodium Benzoate, Citric Acid, Sodium citrae, Fragrance.Tới ngay cửa hàng mẹ và bé Con Cưng gần nhất để tìm mua Nước rửa bình sữa & dụng cụ ăn uống Animo chính hãng cho bé, ba mẹ nhé!﻿﻿"
Textile,Animo,Không xác định,,,,,,,,,,missing,,missing,"Chi tiết sản phẩm                     Tên sản phẩm: Khăn mặt sợi tre Animo FM1W (34x80cm,Xanh)         Thương hiệu: Animo         Sản xuất tại: Việt Nam         Kích thước (Dài x Rộng x Cao): 34x80cm         Chất liệu: 100% Bamboo (sợi tre)                      Khăn mặt sợi tre Animo FM1W (34x80cm,Xanh) là khăn mặt dành cho mọi đối tượng sử dụng, được sản xuất bởi thương hiệu Animo tại Việt Nam. Sản phẩm nổi bật với chất liệu 100% bamboo mềm mịn, thấm hút tốt cùng khả năng kháng khuẩn tự nhiên giúp bảo vệ làn da hàng ngày.                     Khăn mặt sợi tre Animo FM1W có siêu mềm mịn, không xù lông khi sử dụng phục vụ khả năng thấm hút vượt trội            Khăn mặt sợi tre Animo FM1W được làm từ sợi tre có cấu trúc xơ tổ ong mềm mại và bóng mịn, mang lại cảm giác mềm mại tuyệt vời khi tiếp xúc với làn da. Sản phẩm không gây xù lông dù sử dụng lâu dài, đồng thời sở hữu khả năng thấm hút nước tốt giúp làm sạch da hiệu quả mà không gây khó chịu.            Khăn mặt sợi tre Animo FM1W chống nấm mốc, kháng khuẩn tự nhiên, ngăn tia cực tím và khử mùi cải thiện vệ sinh an toàn      Đặc tính kháng khuẩn tự nhiên của sợi tre giúp khăn hạn chế sự phát triển của vi khuẩn và nấm mốc, từ đó tăng cường vệ sinh và bảo vệ làn da. Bên cạnh đó, khăn còn có khả năng ngăn chặn tia cực tím và khử mùi hiệu quả, giúp người dùng cảm thấy thoáng mát và an tâm khi sử dụng hàng ngày.            Khăn mặt sợi tre Animo FM1W thân thiện môi trường với chất liệu tự phân hủy      Khăn được sản xuất từ sợi tre tự nhiên có cấu trúc bền vững, góp phần bảo vệ môi trường qua khả năng tự phân hủy sinh học hoàn toàn. Sản phẩm không gây ô nhiễm khi thải bỏ, là lựa chọn thân thiện cho người dùng quan tâm đến yếu tố xanh và bền vững.               Hướng dẫn sử dụng               Khi mới mua về, nên giặt khăn trước khi sử dụng để loại bỏ bụi bẩn và đảm bảo vệ sinh.         Sử dụng túi giặt, giặt khăn nhẹ nhàng, tránh cọ sát quá mức để kéo dài tuổi thọ sản phẩm.         Không giặt chung với các sản phẩm có màu đậm để tránh làm ảnh hưởng đến màu sắc khăn.         Không sử dụng chất tẩy để tránh làm hư hại sợi tre và ảnh hưởng đến tính năng kháng khuẩn tự nhiên.         Nên hạn chế giặt bằng máy giặt, ưu tiên giặt tay để khăn giữ được độ mềm mịn và bền màu lâu dài.         Không phơi khăn trực tiếp dưới ánh nắng mặt trời gay gắt để tránh làm khô cứng và giảm chất lượng khăn.                     Hướng dẫn bảo quản               Bảo quản nơi khô ráo, tránh để khăn ẩm ướt lâu ngày gây nấm mốc.         Không sử dụng chất tẩy hay hóa chất mạnh khi vệ sinh khăn.         Giặt nhẹ nhàng bằng tay hoặc túi giặt để duy trì độ bền của sợi tre.         Tránh phơi khăn trực tiếp dưới ánh nắng gắt, nên phơi nơi thoáng gió, tránh làm cứng sợi.                     Thành phần               100% Bamboo (sợi tre)"
Textile,Animo,Không xác định,,,,,,,,,,missing,,missing,"Chi tiết sản phẩm                     Tên sản phẩm: Khăn tắm trẻ em Cotton Animo BM9T (60x120cm,Trắng)         Thương hiệu: Animo         Sản xuất tại: Việt Nam         Kích thước (Dài x Rộng x Cao): 60x120cm         Chất liệu: 100% Cotton                        Khăn tắm trẻ em Cotton Animo BM9T (60x120cm,Trắng) là khăn tắm dành cho trẻ em của thương hiệu Animo, sản phẩm sản xuất tại Việt Nam. Khăn tắm Cotton Animo BM9T với chất liệu Cotton mềm mại và họa tiết đáng yêu, rất phù hợp với làn da nhạy cảm của bé.                        Khăn tắm Cotton BM9T với hai lớp vải            Khăn có 2 lớp, 1 mặt gạc và 1 mặt bông xốp, mang lại khả năng thấm hút tốt, cực kỳ phù hợp để sử dụng làm khăn tắm hoặc khăn quấn cho bé, đảm bảo luôn ấm áp và khô ráo sau khi tắm.            Thiết kế thông minh, thoải mái      Đường cắt may khéo léo đến từng chi tiết, giúp tất cả các đường chỉ may hay đường cuốn biên đều không bị nổi đường gân, tránh gây khó chịu khi lau cho bé.            Kích thước rộng rãi      Khăn có kích thước rộng rãi (60x120cm), và thích hợp để sử dụng làm khăn lau cho bé sau khi tắm hay làm choàng lúc có việc phải đưa bé ra ngoài.         Hướng dẫn sử dụng         Sản phẩm mua về nên giặt trước khi sử dụng.      Không giặt với chất tẩy mạnh.      Không phơi dưới nắng gắt.      Khi sử dụng máy giặt, nên giặt túi giặt áp lực nhẹ và giặt riêng với sản phẩm màu.         Hướng dẫn bảo quản         Giặt nước lạnh.      Tránh sử dụng chất tẩy mạnh.      Phơi khô, để xa nơi có ánh nắng trực tiếp.         Lưu ý         Chỉ nên sử dụng cho trẻ em.      Tránh để gần lửa.      Kiểm tra kỹ trước khi sử dụng và bỏ đi nếu có dấu hiệu hư hỏng.         Thành phần         100% Cotton"
Phụ kiện,Animo,Không xác định,,,,,,,,,,missing,,missing,"Tên sản phẩm: Sandal bé gái phát sáng Animo A2109_MN021 (19-21-23-25,Hồng nhạt)
Thương hiệu: 
Danh mục: 
Từ khóa:"
Thời trang,Không xác định,Không xác định,,,,,,,,,,missing,,missing,
Thời trang,Con Cưng,Không xác định,,,,,,,,,,missing,,missing,
Textile,KUKU,Không xác định,,,,,,,,,,missing,,missing,"Chi tiết sản phẩmTên sản phẩm: GỐI CAO SU CHỐNG NGẠT THOÁNG KHÍ CHO BÉ KUKU2047 size 33x48x2,5cm (XANH)Kích thước: 33 x 48 x 2,5 cmMàu sắc: XanhChất liệu ruột gối: Cao su thiên nhiên đàn hồiChất liệu vỏ gối: 100% vải cotton mềm mại, thấm hút tốtTính năng: Chống ngạt, thoáng khí, an toàn cho béThương hiệu: KukuGỐI CAO SU CHỐNG NGẠT THOÁNG KHÍ CHO BÉ KUKU2047 size 33x48x2,5cm (XANH) là gối cao su chống ngạt thoáng khí dành cho bé của thương hiệu Kuku. Sản phẩm nổi bật với chất liệu cao su thiên nhiên cao cấp kết hợp với thiết kế lỗ thông hơi giúp bé yêu có giấc ngủ sâu và an toàn tuyệt đối.Chất liệu cao su thiên nhiên an toàn, êm ái cho giấc ngủ sâuPhần ruột gối được làm từ cao su thiên nhiên với đặc tính đàn hồi vượt trội giúp giữ cố định đầu bé, hạn chế tình trạng lệch đầu khi ngủ. Đây là bí quyết đơn giản giúp bé có được giấc ngủ sâu hơn, thoải mái và an toàn.Thiết kế lỗ thông hơi chống ngạt, giữ da đầu luôn thoáng mátRuột gối có các lỗ thông hơi đặc biệt cho phép không khí lưu thông liên tục, giúp da đầu bé luôn khô thoáng và mát mẻ suốt giấc ngủ. Đặc biệt, công nghệ lỗ thông hơi còn chống ngạt hiệu quả, đảm bảo an toàn tối đa cho bé khi sử dụng.Vỏ gối cotton 100% mềm mại, kháng khuẩn và dễ tháo giặtVỏ gối làm từ 100% vải cotton mềm mại, có khả năng thấm hút tốt giúp da đầu bé luôn khô thoáng và thoải mái. Vải được xử lý kỹ thuật đặc biệt giúp ngăn chặn côn trùng và không gây kích ứng cho làn da nhạy cảm của bé. Ngoài ra, vỏ gối có thể dễ dàng tháo rời để giặt và phơi nhanh, mang lại tiện lợi tối đa cho mẹ trong công việc vệ sinh gối.Hướng dẫn sử dụngĐặt gối cao su Kuku dưới đầu bé khi bé nằm ngủ để giúp định hình đầu và hạn chế bé bị lệch đầu.Dùng vỏ gối cotton mềm mại kèm theo để đảm bảo bé cảm thấy thoải mái và sạch sẽ.Kiểm tra thường xuyên độ sạch của vỏ gối và tháo ra giặt định kỳ để giữ vệ sinh.Đặt gối ở vị trí hợp lý để bé thở dễ dàng, tránh để các vật che kín gối gây nguy hiểm.Sử dụng gối thường xuyên để hỗ trợ bé có tư thế nằm đúng và giấc ngủ ngon hơn.Hướng dẫn bảo quảnTháo rời vỏ gối để giặt bằng tay hoặc máy với chế độ nhẹ.Phơi vỏ gối nơi râm mát, tránh ánh nắng trực tiếp để giữ màu sắc và độ mềm mại.Không sử dụng thuốc tẩy hoặc hóa chất mạnh khi giặt vỏ gối.Vệ sinh ruột gối bằng cách lau sạch, không ngâm nước hoặc giặt trực tiếp để tránh hỏng cao su thiên nhiên.Bảo quản gối nơi khô ráo, thoáng mát khi không sử dụng.Thành phầnRuột gối: Cao su thiên nhiên đàn hồiVỏ gối: 100% vải cotton mềm mại, thoáng khí"
Thời trang,Con Cưng,Không xác định,,,,,,,,,,missing,,missing,
Phụ kiện,Animo,Không xác định,,,,,,,,,,missing,,missing,"Chi tiết sản phẩm                     Tên sản phẩm: Sandalen 2019 Hottest Summer Sandals 2019 Sandal Trends 2019         Loại sản phẩm: Dép sandals         Đối tượng sử dụng: Trẻ em         Thương hiệu & Nguồn gốc: Thương hiệu con cưng đến từ Việt Nam         Điểm nổi bật: Thiết kế thời trang, phù hợp với mọi phong cách mùa hè.                        Sandalen 2019 Hottest Summer Sandals 2019 Sandal Trends 2019 là dép sandals dành cho trẻ em của thương hiệu con cưng đến từ Việt Nam. Thiết kế thời trang, phù hợp với mọi phong cách mùa hè.                        Thiết kế thời trang + Phù hợp với mọi phong cách           Dép sandals 2019 được thiết kế với màu sắc và kiểu dáng trẻ trung, bắt mắt, giúp trẻ em tự tin hòa nhập vào các hoạt động ngoài trời trong mùa hè nóng bức.               Chất liệu an toàn + Đảm bảo sức khỏe cho trẻ           Chất liệu dép được làm từ các nguyên liệu an toàn, không độc hại, đảm bảo sức khỏe cho trẻ khi sử dụng, giúp bé di chuyển thoải mái và tự nhiên.               Kích thước đa dạng + Dễ dàng chọn lựa           Sandalen 2019 cung cấp nhiều kích thước khác nhau, giúp phụ huynh dễ dàng tìm được sản phẩm phù hợp với chân và sở thích của trẻ.                  Hướng dẫn chọn size               Đo kích thước chân của trẻ từ gót đến đầu ngón chân.         So sánh với bảng size của sản phẩm để chọn size phù hợp.         Chọn size lớn hơn nếu chân bé đang trong giai đoạn phát triển.                     Hướng dẫn sử dụng               Đảm bảo dép sạch sẽ trước khi cho trẻ sử dụng.         Khuyến khích trẻ mang dép khi chơi ngoài trời.         Để trẻ tự phối hợp trang phục với dép sandals để tăng sự tự tin.                     Hướng dẫn bảo quản               Vệ sinh dép bằng nước ấm và xà phòng nhẹ sau mỗi lần sử dụng.         Để nơi khô thoáng, không tiếp xúc với ánh nắng trực tiếp quá lâu.         Không sử dụng chất tẩy rửa mạnh có thể làm hư hại bề mặt dép.                     Lưu ý               Chọn size phù hợp để tránh gây khó chịu cho trẻ khi sử dụng.         Không để trẻ mang dép khi đi vào những nơi ghồ ghề để tránh chấn thương.         Nên giám sát trẻ khi sử dụng dép sandals trong thời gian dài.                     Thành phần               Chất liệu cao su         Chất liệu vải lưới         Chất liệu EVA         Keo dán không độc hại         Màu sắc đa dạng"
